-3.97 , 1.10 , 0.57 , -0.05 , -0.18 , 0.00 , 0.00
-4.24 , 1.08 , 0.63 , -0.34 , -1.42 , 0.01 , 1.00
-4.29 , -1.31 , 0.77 , -0.53 , -3.35 , 0.04 , 2.00
-4.40 , -3.37 , 0.90 , -0.46 , -5.35 , 0.07 , 3.00
-4.29 , -5.07 , 1.15 , -0.25 , -7.01 , 0.10 , 4.00
-4.66 , -6.86 , 0.96 , -0.09 , -8.20 , 0.11 , 5.00
-4.07 , -7.43 , 1.32 , -0.13 , -9.00 , 0.12 , 6.00
-4.31 , -8.11 , 1.37 , -0.41 , -9.51 , 0.13 , 7.00
-4.70 , -8.47 , 1.49 , -0.80 , -9.84 , 0.15 , 8.00
-4.94 , -8.79 , 1.54 , -1.14 , -9.97 , 0.17 , 9.00
-5.35 , -8.78 , 1.61 , -1.33 , -9.88 , 0.20 , 10.00
-5.37 , -8.44 , 1.68 , -1.38 , -9.54 , 0.24 , 11.00
-5.43 , -7.98 , 1.70 , -1.38 , -8.97 , 0.28 , 12.00
-5.37 , -7.48 , 1.61 , -1.42 , -8.26 , 0.32 , 13.00
-5.55 , -6.58 , 1.72 , -1.54 , -7.55 , 0.36 , 14.00
-5.53 , -6.14 , 1.59 , -1.71 , -6.91 , 0.40 , 15.00
-5.68 , -5.57 , 1.65 , -1.84 , -6.38 , 0.43 , 16.00
-5.85 , -4.90 , 1.55 , -1.86 , -5.93 , 0.46 , 17.00
-5.69 , -4.53 , 1.65 , -1.75 , -5.53 , 0.48 , 18.00
-5.47 , -4.20 , 1.58 , -1.53 , -5.12 , 0.49 , 19.00
-5.68 , -4.11 , 1.27 , -1.25 , -4.70 , 0.49 , 20.00
-5.10 , -3.48 , 1.35 , -0.98 , -4.28 , 0.48 , 21.00
-4.65 , -2.84 , 1.49 , -0.72 , -3.88 , 0.46 , 22.00
-4.76 , -2.56 , 1.18 , -0.49 , -3.50 , 0.43 , 23.00
-4.11 , -2.45 , 1.17 , -0.26 , -3.15 , 0.39 , 24.00
-3.90 , -1.89 , 1.22 , -0.00 , -2.82 , 0.34 , 25.00
-3.99 , -1.65 , 0.98 , 0.27 , -2.48 , 0.29 , 26.00
-3.42 , -1.02 , 0.97 , 0.56 , -2.14 , 0.24 , 27.00
-3.04 , -0.89 , 0.95 , 0.84 , -1.78 , 0.19 , 28.00
-3.23 , -0.13 , 0.50 , 1.08 , -1.42 , 0.15 , 29.00
-2.74 , -0.33 , 0.58 , 1.28 , -1.08 , 0.10 , 30.00
-2.51 , 1.06 , 0.54 , 1.44 , -0.75 , 0.06 , 31.00
